"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from flask air samples                   "
" La Jolla Pier, California: Latitude 32.9N Longitude 117.3W Elevation 10m                  "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 17-Oct-2019 last updated 13-Nov-2019                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1971, 03,   26007, 1971.2027,   330.23,   327.60,     330.12,   327.47,     330.23,   327.60
1971, 04,   26038, 1971.2877,   330.42,   327.05,     330.91,   327.54,     330.42,   327.05
1971, 05,   26068, 1971.3699,   330.64,   327.17,     331.07,   327.61,     330.64,   327.17
1971, 06,   26099, 1971.4548,   329.95,   328.45,     329.13,   327.68,     329.95,   328.45
1971, 07,   26129, 1971.5370,   324.42,   326.93,     325.17,   327.75,     324.42,   326.93
1971, 08,   26160, 1971.6219,   -99.99,   -99.99,     322.02,   327.83,     322.02,   327.83
1971, 09,   26191, 1971.7068,   -99.99,   -99.99,     322.79,   327.91,     322.79,   327.91
1971, 10,   26221, 1971.7890,   -99.99,   -99.99,     325.70,   327.98,     325.70,   327.98
1971, 11,   26252, 1971.8740,   -99.99,   -99.99,     327.94,   328.05,     327.94,   328.05
1971, 12,   26282, 1971.9562,   -99.99,   -99.99,     329.19,   328.13,     329.19,   328.13
1972, 01,   26313, 1972.0410,   -99.99,   -99.99,     330.08,   328.20,     330.08,   328.20
1972, 02,   26344, 1972.1257,   -99.99,   -99.99,     330.53,   328.27,     330.53,   328.27
1972, 03,   26373, 1972.2049,   333.76,   331.08,     331.02,   328.33,     333.76,   331.08
1972, 04,   26404, 1972.2896,   330.92,   327.51,     331.82,   328.40,     330.92,   327.51
1972, 05,   26434, 1972.3716,   332.23,   328.75,     331.93,   328.46,     332.23,   328.75
1972, 06,   26465, 1972.4563,   -99.99,   -99.99,     329.92,   328.53,     329.92,   328.53
1972, 07,   26495, 1972.5383,   326.60,   329.19,     325.93,   328.59,     326.60,   329.19
1972, 08,   26526, 1972.6230,   -99.99,   -99.99,     322.79,   328.66,     322.79,   328.66
1972, 09,   26557, 1972.7077,   322.69,   327.86,     323.61,   328.74,     322.69,   327.86
1972, 10,   26587, 1972.7896,   326.04,   328.36,     326.55,   328.83,     326.04,   328.36
1972, 11,   26618, 1972.8743,   328.37,   328.50,     328.82,   328.92,     328.37,   328.50
1972, 12,   26648, 1972.9563,   330.31,   329.26,     330.10,   329.03,     330.31,   329.26
1973, 01,   26679, 1973.0411,   330.32,   328.43,     331.04,   329.15,     330.32,   328.43
1973, 02,   26710, 1973.1260,   331.37,   329.10,     331.56,   329.29,     331.37,   329.10
1973, 03,   26738, 1973.2027,   332.08,   329.40,     332.10,   329.42,     332.08,   329.40
1973, 04,   26769, 1973.2877,   333.74,   330.32,     332.99,   329.57,     333.74,   330.32
1973, 05,   26799, 1973.3699,   -99.99,   -99.99,     333.22,   329.72,     333.22,   329.72
1973, 06,   26830, 1973.4548,   -99.99,   -99.99,     331.34,   329.88,     331.34,   329.88
1973, 07,   26860, 1973.5370,   328.61,   331.16,     327.42,   330.04,     328.61,   331.16
1973, 08,   26891, 1973.6219,   322.20,   328.08,     324.31,   330.21,     322.20,   328.08
1973, 09,   26922, 1973.7068,   -99.99,   -99.99,     325.19,   330.38,     325.19,   330.38
1973, 10,   26952, 1973.7890,   328.76,   331.12,     328.24,   330.55,     328.76,   331.12
1973, 11,   26983, 1973.8740,   -99.99,   -99.99,     330.61,   330.72,     330.61,   330.72
1973, 12,   27013, 1973.9562,   -99.99,   -99.99,     331.96,   330.89,     331.96,   330.89
1974, 01,   27044, 1974.0411,   -99.99,   -99.99,     332.97,   331.06,     332.97,   331.06
1974, 02,   27075, 1974.1260,   333.69,   331.41,     333.52,   331.23,     333.69,   331.41
1974, 03,   27103, 1974.2027,   333.60,   330.90,     334.08,   331.37,     333.60,   330.90
1974, 04,   27134, 1974.2877,   335.69,   332.25,     334.98,   331.53,     335.69,   332.25
1974, 05,   27164, 1974.3699,   -99.99,   -99.99,     335.20,   331.67,     335.20,   331.67
1974, 06,   27195, 1974.4548,   -99.99,   -99.99,     333.28,   331.81,     333.28,   331.81
1974, 07,   27225, 1974.5370,   -99.99,   -99.99,     329.29,   331.93,     329.29,   331.93
1974, 08,   27256, 1974.6219,   327.39,   333.31,     326.11,   332.05,     327.39,   333.31
1974, 09,   27287, 1974.7068,   -99.99,   -99.99,     326.92,   332.15,     326.92,   332.15
1974, 10,   27317, 1974.7890,   330.85,   333.22,     329.92,   332.24,     330.85,   333.22
1974, 11,   27348, 1974.8740,   331.38,   331.52,     332.21,   332.33,     331.38,   331.52
1974, 12,   27378, 1974.9562,   -99.99,   -99.99,     333.48,   332.40,     333.48,   332.40
1975, 01,   27409, 1975.0411,   334.33,   332.43,     334.38,   332.47,     334.33,   332.43
1975, 02,   27440, 1975.1260,   -99.99,   -99.99,     334.84,   332.53,     334.84,   332.53
1975, 03,   27468, 1975.2027,   -99.99,   -99.99,     335.31,   332.58,     335.31,   332.58
1975, 04,   27499, 1975.2877,   334.77,   331.31,     336.11,   332.64,     334.77,   331.31
1975, 05,   27529, 1975.3699,   337.00,   333.43,     336.25,   332.70,     337.00,   333.43
1975, 06,   27560, 1975.4548,   -99.99,   -99.99,     334.24,   332.75,     334.24,   332.75
1975, 07,   27590, 1975.5370,   329.68,   332.26,     330.16,   332.81,     329.68,   332.26
1975, 08,   27621, 1975.6219,   -99.99,   -99.99,     326.89,   332.88,     326.89,   332.88
1975, 09,   27652, 1975.7068,   -99.99,   -99.99,     327.68,   332.94,     327.68,   332.94
1975, 10,   27682, 1975.7890,   328.81,   331.20,     330.67,   333.01,     328.81,   331.20
1975, 11,   27713, 1975.8740,   -99.99,   -99.99,     332.97,   333.08,     332.97,   333.08
1975, 12,   27743, 1975.9562,   335.55,   334.48,     334.25,   333.16,     335.55,   334.48
1976, 01,   27774, 1976.0410,   -99.99,   -99.99,     335.16,   333.23,     335.16,   333.23
1976, 02,   27805, 1976.1257,   334.92,   332.60,     335.64,   333.31,     334.92,   332.60
1976, 03,   27834, 1976.2049,   337.37,   334.62,     336.14,   333.38,     337.37,   334.62
1976, 04,   27865, 1976.2896,   338.47,   334.97,     336.97,   333.46,     338.47,   334.97
1976, 05,   27895, 1976.3716,   -99.99,   -99.99,     337.10,   333.54,     337.10,   333.54
1976, 06,   27926, 1976.4563,   334.77,   333.28,     335.05,   333.62,     334.77,   333.28
1976, 07,   27956, 1976.5383,   -99.99,   -99.99,     330.96,   333.70,     330.96,   333.70
1976, 08,   27987, 1976.6230,   328.74,   334.76,     327.75,   333.79,     328.74,   334.76
1976, 09,   28018, 1976.7077,   326.31,   331.64,     328.61,   333.89,     326.31,   331.64
1976, 10,   28048, 1976.7896,   -99.99,   -99.99,     331.67,   334.00,     331.67,   334.00
1976, 11,   28079, 1976.8743,   -99.99,   -99.99,     334.02,   334.13,     334.02,   334.13
1976, 12,   28109, 1976.9563,   334.31,   333.23,     335.36,   334.27,     334.31,   333.23
1977, 01,   28140, 1977.0411,   336.28,   334.35,     336.37,   334.42,     336.28,   334.35
1977, 02,   28171, 1977.1260,   335.50,   333.16,     336.93,   334.59,     335.50,   333.16
1977, 03,   28199, 1977.2027,   336.81,   334.06,     337.51,   334.75,     336.81,   334.06
1977, 04,   28230, 1977.2877,   -99.99,   -99.99,     338.46,   334.94,     338.46,   334.94
1977, 05,   28260, 1977.3699,   338.58,   334.96,     338.73,   335.13,     338.58,   334.96
1977, 06,   28291, 1977.4548,   -99.99,   -99.99,     336.83,   335.32,     336.83,   335.32
1977, 07,   28321, 1977.5370,   333.23,   335.85,     332.82,   335.51,     333.23,   335.85
1977, 08,   28352, 1977.6219,   -99.99,   -99.99,     329.64,   335.70,     329.64,   335.70
1977, 09,   28383, 1977.7068,   331.84,   337.23,     330.55,   335.89,     331.84,   337.23
1977, 10,   28413, 1977.7890,   334.19,   336.61,     333.68,   336.05,     334.19,   336.61
1977, 11,   28444, 1977.8740,   338.34,   338.48,     336.10,   336.21,     338.34,   338.48
1977, 12,   28474, 1977.9562,   -99.99,   -99.99,     337.46,   336.36,     337.46,   336.36
1978, 01,   28505, 1978.0411,   340.11,   338.16,     338.45,   336.49,     340.11,   338.16
1978, 02,   28536, 1978.1260,   -99.99,   -99.99,     338.98,   336.62,     338.98,   336.62
1978, 03,   28564, 1978.2027,   -99.99,   -99.99,     339.51,   336.73,     339.51,   336.73
1978, 04,   28595, 1978.2877,   339.65,   336.11,     340.39,   336.84,     339.65,   336.11
1978, 05,   28625, 1978.3699,   339.24,   335.59,     340.59,   336.95,     339.24,   335.59
1978, 06,   28656, 1978.4548,   339.13,   337.56,     338.59,   337.07,     339.13,   337.56
1978, 07,   28686, 1978.5370,   -99.99,   -99.99,     334.48,   337.19,     334.48,   337.19
1978, 08,   28717, 1978.6219,   331.44,   337.52,     331.21,   337.32,     331.44,   337.52
1978, 09,   28748, 1978.7068,   330.16,   335.58,     332.08,   337.46,     330.16,   335.58
1978, 10,   28778, 1978.7890,   336.09,   338.53,     335.20,   337.59,     336.09,   338.53
1978, 11,   28809, 1978.8740,   336.65,   336.79,     337.63,   337.74,     336.65,   336.79
1978, 12,   28839, 1978.9562,   340.15,   339.05,     339.01,   337.90,     340.15,   339.05
1979, 01,   28870, 1979.0411,   338.66,   336.70,     340.03,   338.06,     338.66,   336.70
1979, 02,   28901, 1979.1260,   339.47,   337.10,     340.60,   338.22,     339.47,   337.10
1979, 03,   28929, 1979.2027,   341.09,   338.30,     341.18,   338.38,     341.09,   338.30
1979, 04,   28960, 1979.2877,   341.36,   337.80,     342.12,   338.55,     341.36,   337.80
1979, 05,   28990, 1979.3699,   -99.99,   -99.99,     342.37,   338.71,     342.37,   338.71
1979, 06,   29021, 1979.4548,   343.47,   341.88,     340.40,   338.87,     343.47,   341.88
1979, 07,   29051, 1979.5370,   -99.99,   -99.99,     336.28,   339.01,     336.28,   339.01
1979, 08,   29082, 1979.6219,   333.35,   339.47,     333.00,   339.15,     333.35,   339.47
1979, 09,   29113, 1979.7068,   335.83,   341.29,     333.85,   339.27,     335.83,   341.29
1979, 10,   29143, 1979.7890,   338.08,   340.54,     336.96,   339.37,     338.08,   340.54
1979, 11,   29174, 1979.8740,   339.48,   339.62,     339.34,   339.46,     339.48,   339.62
1979, 12,   29204, 1979.9562,   -99.99,   -99.99,     340.66,   339.54,     340.66,   339.54
1980, 01,   29235, 1980.0410,   -99.99,   -99.99,     341.59,   339.61,     341.59,   339.61
1980, 02,   29266, 1980.1257,   -99.99,   -99.99,     342.07,   339.68,     342.07,   339.68
1980, 03,   29295, 1980.2049,   341.12,   338.30,     342.58,   339.74,     341.12,   338.30
1980, 04,   29326, 1980.2896,   -99.99,   -99.99,     343.42,   339.81,     343.42,   339.81
1980, 05,   29356, 1980.3716,   341.61,   337.93,     343.55,   339.88,     341.61,   337.93
1980, 06,   29387, 1980.4563,   -99.99,   -99.99,     341.44,   339.96,     341.44,   339.96
1980, 07,   29417, 1980.5383,   -99.99,   -99.99,     337.22,   340.04,     337.22,   340.04
1980, 08,   29448, 1980.6230,   333.94,   340.12,     333.92,   340.13,     333.94,   340.12
1980, 09,   29479, 1980.7077,   -99.99,   -99.99,     334.80,   340.23,     334.80,   340.23
1980, 10,   29509, 1980.7896,   337.78,   340.23,     337.92,   340.32,     337.78,   340.23
1980, 11,   29540, 1980.8743,   -99.99,   -99.99,     340.31,   340.42,     340.31,   340.42
1980, 12,   29570, 1980.9563,   341.00,   339.89,     341.65,   340.52,     341.00,   339.89
1981, 01,   29601, 1981.0411,   342.32,   340.33,     342.62,   340.62,     342.32,   340.33
1981, 02,   29632, 1981.1260,   343.85,   341.44,     343.13,   340.72,     343.85,   341.44
1981, 03,   29660, 1981.2027,   -99.99,   -99.99,     343.65,   340.81,     343.65,   340.81
1981, 04,   29691, 1981.2877,   -99.99,   -99.99,     344.53,   340.91,     344.53,   340.91
1981, 05,   29721, 1981.3699,   345.36,   341.64,     344.71,   341.00,     345.36,   341.64
1981, 06,   29752, 1981.4548,   -99.99,   -99.99,     342.64,   341.09,     342.64,   341.09
1981, 07,   29782, 1981.5370,   337.92,   340.61,     338.40,   341.17,     337.92,   340.61
1981, 08,   29813, 1981.6219,   336.42,   342.63,     335.02,   341.25,     336.42,   342.63
1981, 09,   29844, 1981.7068,   -99.99,   -99.99,     335.84,   341.32,     335.84,   341.32
1981, 10,   29874, 1981.7890,   339.22,   341.71,     338.95,   341.39,     339.22,   341.71
1981, 11,   29905, 1981.8740,   340.14,   340.28,     341.34,   341.46,     340.14,   340.28
1981, 12,   29935, 1981.9562,   342.29,   341.18,     342.66,   341.53,     342.29,   341.18
1982, 01,   29966, 1982.0411,   343.98,   341.98,     343.61,   341.59,     343.98,   341.98
1982, 02,   29997, 1982.1260,   -99.99,   -99.99,     344.09,   341.66,     344.09,   341.66
1982, 03,   30025, 1982.2027,   343.84,   340.99,     344.58,   341.72,     343.84,   340.99
1982, 04,   30056, 1982.2877,   347.69,   344.06,     345.43,   341.79,     347.69,   344.06
1982, 05,   30086, 1982.3699,   346.52,   342.78,     345.59,   341.86,     346.52,   342.78
1982, 06,   30117, 1982.4548,   342.33,   340.71,     343.49,   341.93,     342.33,   340.71
1982, 07,   30147, 1982.5370,   340.14,   342.85,     339.22,   342.01,     340.14,   342.85
1982, 08,   30178, 1982.6219,   -99.99,   -99.99,     335.82,   342.10,     335.82,   342.10
1982, 09,   30209, 1982.7068,   335.95,   341.52,     336.67,   342.20,     335.95,   341.52
1982, 10,   30239, 1982.7890,   -99.99,   -99.99,     339.85,   342.31,     339.85,   342.31
1982, 11,   30270, 1982.8740,   341.62,   341.76,     342.32,   342.44,     341.62,   341.76
1982, 12,   30300, 1982.9562,   343.08,   341.95,     343.73,   342.59,     343.08,   341.95
1983, 01,   30331, 1983.0411,   344.52,   342.51,     344.78,   342.76,     344.52,   342.51
1983, 02,   30362, 1983.1260,   344.53,   342.09,     345.38,   342.94,     344.53,   342.09
1983, 03,   30390, 1983.2027,   345.47,   342.61,     345.99,   343.12,     345.47,   342.61
1983, 04,   30421, 1983.2877,   347.30,   343.64,     346.99,   343.32,     347.30,   343.64
1983, 05,   30451, 1983.3699,   347.87,   344.10,     347.29,   343.53,     347.87,   344.10
1983, 06,   30482, 1983.4548,   344.71,   343.09,     345.32,   343.75,     344.71,   343.09
1983, 07,   30512, 1983.5370,   340.74,   343.47,     341.16,   343.96,     340.74,   343.47
1983, 08,   30543, 1983.6219,   336.96,   343.25,     337.86,   344.18,     336.96,   343.25
1983, 09,   30574, 1983.7068,   339.92,   345.52,     338.83,   344.39,     339.92,   345.52
1983, 10,   30604, 1983.7890,   342.85,   345.37,     342.11,   344.58,     342.85,   345.37
1983, 11,   30635, 1983.8740,   342.64,   342.78,     344.65,   344.77,     342.64,   342.78
1983, 12,   30665, 1983.9562,   345.70,   344.57,     346.09,   344.94,     345.70,   344.57
1984, 01,   30696, 1984.0410,   345.88,   343.85,     347.14,   345.11,     345.88,   343.85
1984, 02,   30727, 1984.1257,   347.55,   345.10,     347.72,   345.26,     347.55,   345.10
1984, 03,   30756, 1984.2049,   347.49,   344.58,     348.31,   345.40,     347.49,   344.58
1984, 04,   30787, 1984.2896,   350.11,   346.41,     349.24,   345.53,     350.11,   346.41
1984, 05,   30817, 1984.3716,   349.50,   345.72,     349.42,   345.65,     349.50,   345.72
1984, 06,   30848, 1984.4563,   346.68,   345.11,     347.28,   345.76,     346.68,   345.11
1984, 07,   30878, 1984.5383,   343.09,   345.91,     342.97,   345.86,     343.09,   345.91
1984, 08,   30909, 1984.6230,   339.91,   346.27,     339.58,   345.95,     339.91,   346.27
1984, 09,   30940, 1984.7077,   340.83,   346.45,     340.46,   346.03,     340.83,   346.45
1984, 10,   30970, 1984.7896,   344.00,   346.52,     343.64,   346.10,     344.00,   346.52
1984, 11,   31001, 1984.8743,   344.88,   345.02,     346.06,   346.17,     344.88,   345.02
1984, 12,   31031, 1984.9563,   348.18,   347.04,     347.39,   346.23,     348.18,   347.04
1985, 01,   31062, 1985.0411,   348.05,   346.01,     348.35,   346.30,     348.05,   346.01
1985, 02,   31093, 1985.1260,   348.74,   346.27,     348.84,   346.37,     348.74,   346.27
1985, 03,   31121, 1985.2027,   349.17,   346.27,     349.35,   346.43,     349.17,   346.27
1985, 04,   31152, 1985.2877,   348.11,   344.41,     350.23,   346.51,     348.11,   344.41
1985, 05,   31182, 1985.3699,   350.12,   346.30,     350.40,   346.59,     350.12,   346.30
1985, 06,   31213, 1985.4548,   349.81,   348.16,     348.28,   346.68,     349.81,   348.16
1985, 07,   31243, 1985.5370,   345.68,   348.45,     343.93,   346.77,     345.68,   348.45
1985, 08,   31274, 1985.6219,   340.07,   346.45,     340.46,   346.86,     340.07,   346.45
1985, 09,   31305, 1985.7068,   340.40,   346.08,     341.32,   346.96,     340.40,   346.08
1985, 10,   31335, 1985.7890,   343.33,   345.89,     344.55,   347.06,     343.33,   345.89
1985, 11,   31366, 1985.8740,   346.97,   347.12,     347.05,   347.17,     346.97,   347.12
1985, 12,   31396, 1985.9562,   -99.99,   -99.99,     348.44,   347.28,     348.44,   347.28
1986, 01,   31427, 1986.0411,   -99.99,   -99.99,     349.46,   347.39,     349.46,   347.39
1986, 02,   31458, 1986.1260,   350.85,   348.37,     349.99,   347.50,     350.85,   348.37
1986, 03,   31486, 1986.2027,   349.74,   346.81,     350.53,   347.60,     349.74,   346.81
1986, 04,   31517, 1986.2877,   351.50,   347.76,     351.45,   347.70,     351.50,   347.76
1986, 05,   31547, 1986.3699,   351.74,   347.89,     351.64,   347.80,     351.74,   347.89
1986, 06,   31578, 1986.4548,   349.75,   348.10,     349.51,   347.91,     349.75,   348.10
1986, 07,   31608, 1986.5370,   345.42,   348.20,     345.14,   348.00,     345.42,   348.20
1986, 08,   31639, 1986.6219,   -99.99,   -99.99,     341.66,   348.11,     341.66,   348.11
1986, 09,   31670, 1986.7068,   342.21,   347.93,     342.54,   348.21,     342.21,   347.93
1986, 10,   31700, 1986.7890,   347.63,   350.20,     345.80,   348.32,     347.63,   350.20
1986, 11,   31731, 1986.8740,   346.79,   346.94,     348.32,   348.45,     346.79,   346.94
1986, 12,   31761, 1986.9562,   350.55,   349.39,     349.75,   348.57,     350.55,   349.39
1987, 01,   31792, 1987.0411,   350.26,   348.19,     350.80,   348.72,     350.26,   348.19
1987, 02,   31823, 1987.1260,   351.35,   348.85,     351.38,   348.88,     351.35,   348.85
1987, 03,   31851, 1987.2027,   351.15,   348.20,     351.99,   349.04,     351.15,   348.20
1987, 04,   31882, 1987.2877,   352.41,   348.65,     352.99,   349.23,     352.41,   348.65
1987, 05,   31912, 1987.3699,   353.10,   349.23,     353.28,   349.42,     353.10,   349.23
1987, 06,   31943, 1987.4548,   352.52,   350.85,     351.25,   349.64,     352.52,   350.85
1987, 07,   31973, 1987.5370,   347.70,   350.50,     346.97,   349.85,     347.70,   350.50
1987, 08,   32004, 1987.6219,   342.75,   349.21,     343.59,   350.07,     342.75,   349.21
1987, 09,   32035, 1987.7068,   345.61,   351.36,     344.59,   350.30,     345.61,   351.36
1987, 10,   32065, 1987.7890,   347.26,   349.85,     347.98,   350.52,     347.26,   349.85
1987, 11,   32096, 1987.8740,   350.92,   351.07,     350.64,   350.76,     350.92,   351.07
1987, 12,   32126, 1987.9562,   352.30,   351.14,     352.17,   350.99,     352.30,   351.14
1988, 01,   32157, 1988.0410,   352.77,   350.69,     353.33,   351.24,     352.77,   350.69
1988, 02,   32188, 1988.1257,   352.55,   350.03,     354.00,   351.48,     352.55,   350.03
